MSN,YYYYMM,Value,Column_Order,Description,Total,Unit
"""NGTCPUS""","""199305""",1330.112,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199306""",1344.31,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199307""",1423.693,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199308""",1447.153,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199309""",1332.539,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199310""",1537.474,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199311""",1807.45,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199312""",2161.259,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199401""",2557.263,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199402""",2330.159,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199403""",2071.776,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199404""",1671.515,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199405""",1435.357,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199406""",1447.663,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199407""",1455.796,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199408""",1486.83,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199409""",1408.841,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199410""",1514.35,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199411""",1748.263,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199412""",2119.285,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199501""",2432.305,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199502""",2230.289,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199503""",2143.331,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199504""",1820.872,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199505""",1616.918,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199506""",1458.521,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199507""",1591.74,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199508""",1661.055,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199509""",1461.606,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199510""",1530.314,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199511""",1917.002,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199512""",2342.935,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199601""",2602.488,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199602""",2354.467,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199603""",2234.322,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199604""",1858.4,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199605""",1643.912,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199606""",1534.687,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199607""",1538.025,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199608""",1569.787,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199609""",1475.066,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199610""",1585.36,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199611""",1929.292,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199612""",2283.273,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199701""",2540.341,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199702""",2273.601,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199703""",2156.271,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199704""",1842.037,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199705""",1649.697,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199706""",1536.377,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199707""",1670.662,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199708""",1637.517,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199709""",1538.67,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199710""",1598.128,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199711""",1930.741,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199712""",2363.301,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199801""",2442.638,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199802""",2140.021,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199803""",2174.634,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199804""",1757.746,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199805""",1592.53,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199806""",1587.735,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199807""",1723.562,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199808""",1736.622,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199809""",1595.438,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199810""",1553.721,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199811""",1763.28,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199812""",2178.028,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199901""",2553.096,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199902""",2142.809,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199903""",2208.633,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199904""",1855.922,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199905""",1584.757,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199906""",1530.294,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199907""",1686.365,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199908""",1724.321,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199909""",1530.672,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199910""",1629.38,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199911""",1733.113,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""199912""",2225.788,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200001""",2532.443,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200002""",2340.654,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200003""",2085.459,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200004""",1827.336,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200005""",1736.144,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200006""",1615.904,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200007""",1671.158,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200008""",1813.262,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200009""",1563.151,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200010""",1610.054,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200011""",1928.879,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200012""",2608.675,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200101""",2676.998,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200102""",2309.464,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200103""",2246.633,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200104""",1807.17,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200105""",1522.382,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200106""",1444.378,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200107""",1598.071,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200108""",1669.178,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200109""",1494.128,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200110""",1649.073,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200111""",1700.95,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200112""",2120.198,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200201""",2487.638,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200202""",2242.427,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200203""",2258.431,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200204""",1880.985,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200205""",1611.453,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200206""",1591.373,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200207""",1748.435,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200208""",1725.712,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200209""",1542.17,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200210""",1645.873,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200211""",1913.629,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200212""",2378.895,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200301""",2700.545,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200302""",2500.315,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200303""",2197.936,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200304""",1743.53,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200305""",1514.697,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200306""",1368.369,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200307""",1600.484,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200308""",1651.58,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200309""",1428.554,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200310""",1553.189,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200311""",1753.642,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200312""",2263.659,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200401""",2675.834,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200402""",2511.097,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200403""",2100.921,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200404""",1745.171,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200405""",1573.043,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200406""",1483.684,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200407""",1584.933,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200408""",1577.962,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200409""",1482.15,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200410""",1557.224,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200411""",1782.796,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200412""",2327.73,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200501""",2561.858,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200502""",2242.986,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200503""",2205.787,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200504""",1724.877,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200505""",1522.613,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200506""",1534.122,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200507""",1686.609,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200508""",1695.102,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200509""",1422.495,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200510""",1428.227,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200511""",1663.4,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200512""",2326.36,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200601""",2165.268,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200602""",2144.378,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200603""",2126.369,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200604""",1681.005,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200605""",1526.297,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200606""",1550.879,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200607""",1758.733,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200608""",1751.683,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200609""",1462.07,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200610""",1644.231,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200611""",1765.375,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200612""",2122.784,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200701""",2474.725,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200702""",2565.953,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200703""",2128.33,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200704""",1809.783,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200705""",1560.369,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200706""",1555.757,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200707""",1660.814,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200708""",1896.674,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200709""",1590.656,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200710""",1627.602,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200711""",1834.266,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200712""",2398.862,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200801""",2733.59,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200802""",2502.724,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200803""",2277.698,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200804""",1823.885,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200805""",1577.395,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200806""",1604.908,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200807""",1710.14,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200808""",1683.74,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200809""",1460.035,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200810""",1635.044,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200811""",1868.435,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200812""",2399.413,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200901""",2729.697,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200902""",2331.768,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200903""",2170.514,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200904""",1741.243,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200905""",1504.992,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200906""",1528.41,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200907""",1659.05,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200908""",1737.335,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200909""",1574.901,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200910""",1666.078,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200911""",1775.166,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""200912""",2490.925,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201001""",2809.788,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201002""",2480.95,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201003""",2142.925,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201004""",1691.813,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201005""",1617.274,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201006""",1649.515,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201007""",1825.828,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201008""",1878.926,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201009""",1637.491,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201010""",1664.938,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201011""",1973.294,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201012""",2714.054,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201101""",2888.64,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201102""",2452.403,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201103""",2230.493,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201104""",1825.023,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201105""",1667.396,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201106""",1657.334,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201107""",1890.515,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201108""",1891.783,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201109""",1655.634,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201110""",1744.454,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201111""",2031.872,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201112""",2541.878,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201201""",2756.18,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201202""",2500.654,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201203""",2127.761,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201204""",1953.071,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201205""",1873.835,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201206""",1868.356,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201207""",2069.773,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201208""",2008.815,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201209""",1807.208,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201210""",1901.084,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201211""",2167.841,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201212""",2503.907,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201301""",2878.785,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201302""",2567.155,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201303""",2521.108,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201304""",1967.458,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201305""",1752.469,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201306""",1742.917,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201307""",1926.33,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201308""",1927.379,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
"""NGTCPUS""","""201309""",1766.973,"""12""","""Natural Gas Consumption"," Total""","""Billion Cubic Feet"""
